Epoch,Time(s),Loss,Precision
00773,2.2042,0.0688,0.9023
00774,2.2042,0.0687,0.9027
00775,2.2042,0.0687,0.9021
00776,2.2042,0.0687,0.9017
00777,2.2042,0.0686,0.9035
00778,2.2042,0.0686,0.9036
00779,2.2042,0.0685,0.9025
00780,2.2042,0.0685,0.9031
00781,2.2042,0.0685,0.9031
00782,2.2042,0.0684,0.9039
00783,2.2044,0.0684,0.9033
00784,2.2044,0.0683,0.9027
00785,2.2044,0.0683,0.9034
00786,2.2044,0.0683,0.9038
00787,2.2044,0.0682,0.9036
00788,2.2044,0.0682,0.9046
00789,2.2044,0.0681,0.9037
00790,2.2044,0.0681,0.9043
00791,2.2043,0.0681,0.9044
00792,2.2043,0.0680,0.9041
00793,2.2043,0.0680,0.9053
00794,2.2043,0.0680,0.9058
00795,2.2043,0.0679,0.9057
00796,2.2043,0.0679,0.9059
00797,2.2043,0.0679,0.9062
00798,2.2043,0.0678,0.9060
00799,2.2043,0.0678,0.9057
00800,2.2043,0.0678,0.9066
00801,2.2043,0.0677,0.9069
00802,2.2043,0.0677,0.9068
00803,2.2043,0.0677,0.9059
00804,2.2043,0.0676,0.9070
00805,2.2043,0.0676,0.9066
00806,2.2043,0.0675,0.9060
00807,2.2043,0.0675,0.9069
00808,2.2045,0.0675,0.9056
00809,2.2045,0.0674,0.9081
00810,2.2045,0.0674,0.9028
00811,2.2045,0.0674,0.9122
00812,2.2045,0.0674,0.8964
00813,2.2045,0.0674,0.9149
00814,2.2045,0.0675,0.8993
00815,2.2045,0.0674,0.9020
00816,2.2044,0.0673,0.9165
00817,2.2044,0.0674,0.8887
00818,2.2044,0.0675,0.9208
00819,2.2044,0.0676,0.8934
00820,2.2044,0.0674,0.9092
00821,2.2044,0.0674,0.9048
00822,2.2044,0.0673,0.8982
00823,2.2044,0.0673,0.9086
00824,2.2044,0.0672,0.9052
00825,2.2044,0.0671,0.9001
00826,2.2044,0.0670,0.9172
00827,2.2044,0.0670,0.8947
00828,2.2044,0.0670,0.9166
00829,2.2044,0.0669,0.9002
00830,2.2044,0.0668,0.9097
00831,2.2044,0.0668,0.9071
00832,2.2044,0.0669,0.9017
00833,2.2044,0.0670,0.9057
00834,2.2044,0.0672,0.8993
00835,2.2044,0.0676,0.8939
00836,2.2044,0.0678,0.9003
00837,2.2044,0.0689,0.8881
00838,2.2044,0.0678,0.9058
00839,2.2043,0.0673,0.9049
00840,2.2043,0.0666,0.9024
00841,2.2043,0.0664,0.9109
00842,2.2043,0.0668,0.8978
00843,2.2043,0.0671,0.8996
00844,2.2043,0.0678,0.9036
00845,2.2043,0.0674,0.8893
00846,2.2043,0.0671,0.9174
00847,2.2043,0.0668,0.8938
00848,2.2043,0.0664,0.9147
00849,2.2043,0.0663,0.9075
00850,2.2043,0.0664,0.8984
00851,2.2043,0.0668,0.9113
00852,2.2043,0.0671,0.8920
00853,2.2043,0.0671,0.9094
00854,2.2043,0.0668,0.9043
00855,2.2043,0.0666,0.9013
00856,2.2043,0.0662,0.9174
00857,2.2043,0.0661,0.8979
00858,2.2043,0.0661,0.9145
00859,2.2043,0.0661,0.8996
00860,2.2042,0.0662,0.9099
00861,2.2042,0.0664,0.8987
00862,2.2042,0.0667,0.9034
00863,2.2042,0.0670,0.8924
00864,2.2042,0.0675,0.9044
00865,2.2042,0.0674,0.8864
00866,2.2042,0.0671,0.9137
00867,2.2042,0.0667,0.8964
00868,2.2042,0.0660,0.9099
00869,2.2042,0.0657,0.9088
00870,2.2042,0.0657,0.9014
00871,2.2044,0.0661,0.9117
00872,2.2044,0.0666,0.8856
00873,2.2044,0.0669,0.9135
00874,2.2044,0.0674,0.8857
00875,2.2044,0.0671,0.9046
00876,2.2044,0.0667,0.9103
00877,2.2044,0.0660,0.8944
00878,2.2044,0.0658,0.9239
00879,2.2044,0.0661,0.8819
00880,2.2044,0.0660,0.9171
00881,2.2044,0.0662,0.9064
00882,2.2044,0.0660,0.8900
00883,2.2044,0.0660,0.9280
00884,2.2044,0.0661,0.8873
00885,2.2044,0.0658,0.9248
00886,2.2044,0.0660,0.8905
00887,2.2044,0.0655,0.9126
00888,2.2044,0.0659,0.9027
00889,2.2044,0.0660,0.8928
00890,2.2044,0.0661,0.9124
00891,2.2044,0.0667,0.9016
00892,2.2043,0.0659,0.8891
00893,2.2044,0.0657,0.9284
00894,2.2043,0.0660,0.8794
00895,2.2043,0.0657,0.9292
00896,2.2043,0.0663,0.8865
00897,2.2043,0.0652,0.9156
00898,2.2043,0.0654,0.9145
00899,2.2043,0.0654,0.8720
00900,2.2043,0.0659,0.9355
00901,2.2043,0.0677,0.8676
00902,2.2043,0.0665,0.9057
00903,2.2043,0.0681,0.9184
00904,2.2043,0.0657,0.8068
00905,2.2043,0.0705,0.9613
00906,2.2043,0.0778,0.8138
00907,2.2043,0.0770,0.9118
00908,2.2043,0.0667,0.6892
00909,2.2043,0.0811,0.9317
00910,2.2043,0.0755,0.8245
00911,2.2043,0.0847,0.8964
00912,2.2043,0.0826,0.9136
00913,2.2043,0.0771,0.9023
00914,2.2043,0.0707,0.7736
00915,2.2043,0.0755,0.8388
00916,2.2043,0.0728,0.9045
00917,2.2043,0.0720,0.9263
00918,2.2043,0.0721,0.8638
00919,2.2043,0.0734,0.8940
00920,2.2043,0.0715,0.9330
00921,2.2043,0.0711,0.9070
00922,2.2043,0.0708,0.8606
00923,2.2042,0.0702,0.8415
00924,2.2042,0.0703,0.8884
00925,2.2042,0.0693,0.9210
00926,2.2042,0.0696,0.8851
00927,2.2042,0.0688,0.8585
00928,2.2042,0.0688,0.9163
00929,2.2042,0.0678,0.8998
00930,2.2042,0.0680,0.8578
00931,2.2042,0.0679,0.8852
00932,2.2042,0.0669,0.9111
00933,2.2042,0.0673,0.9060
00934,2.2044,0.0669,0.8710
00935,2.2044,0.0669,0.9019
00936,2.2044,0.0667,0.9088
00937,2.2044,0.0666,0.8745
00938,2.2044,0.0664,0.9124
00939,2.2044,0.0661,0.9194
00940,2.2044,0.0661,0.8839
00941,2.2044,0.0660,0.9089
00942,2.2044,0.0658,0.9122
00943,2.2044,0.0656,0.8929
00944,2.2044,0.0656,0.9117
00945,2.2044,0.0654,0.9103
00946,2.2044,0.0653,0.8936
00947,2.2043,0.0654,0.9083
00948,2.2043,0.0652,0.9125
00949,2.2045,0.0651,0.8991
00950,2.2045,0.0651,0.9123
00951,2.2045,0.0650,0.9082
00952,2.2045,0.0649,0.9008
00953,2.2045,0.0648,0.9198
00954,2.2045,0.0648,0.9039
00955,2.2045,0.0646,0.9079
00956,2.2045,0.0646,0.9150
00957,2.2045,0.0645,0.9013
00958,2.2045,0.0645,0.9166
00959,2.2045,0.0644,0.9075
00960,2.2045,0.0643,0.9077
00961,2.2045,0.0643,0.9163
00962,2.2044,0.0643,0.9062
00963,2.2044,0.0642,0.9124
00964,2.2044,0.0641,0.9126
00965,2.2044,0.0641,0.9049
00966,2.2044,0.0641,0.9200
00967,2.2044,0.0641,0.9007
00968,2.2044,0.0640,0.9184
00969,2.2044,0.0641,0.9036
00970,2.2044,0.0641,0.9124
00971,2.2044,0.0645,0.9020
00972,2.2044,0.0647,0.9003
00973,2.2044,0.0655,0.8974
00974,2.2044,0.0655,0.8914
00975,2.2044,0.0658,0.9086
00976,2.2044,0.0650,0.8972
00977,2.2044,0.0643,0.9147
00978,2.2044,0.0637,0.9103
00979,2.2044,0.0635,0.9045
00980,2.2044,0.0637,0.9144
00981,2.2044,0.0642,0.8941
00982,2.2044,0.0647,0.9081
00983,2.2044,0.0650,0.8930
00984,2.2044,0.0654,0.9045
00985,2.2044,0.0647,0.9040
00986,2.2044,0.0642,0.9069
00987,2.2044,0.0635,0.9168
00988,2.2044,0.0632,0.9058
00989,2.2043,0.0633,0.9141
00990,2.2043,0.0636,0.9001
00991,2.2043,0.0641,0.9067
00992,2.2043,0.0645,0.8909
00993,2.2043,0.0649,0.9113
00994,2.2043,0.0648,0.8906
00995,2.2043,0.0643,0.9160
00996,2.2043,0.0637,0.9096
00997,2.2043,0.0631,0.9088
00998,2.2043,0.0629,0.9226
00999,2.2043,0.0632,0.8960
01000,2.2043,0.0635,0.9167
